Row,EC1,EC2,EO1,EO2,G1,G2,M1,M2
013AR,0.577293232818295,0.399770183638085,0.434287951679289,0.112017932887128,7.32814247030357e-08,0.177826947522686,0.923223635852932,8.12667792713609e-47
064PK,0.123046739225839,0.123046739225839,0.0334825719251072,2.06806765778493e-05,1.72146351321361e-52,8.26454819304633e-32,0.46586357309725,3.65948738764628e-71
