Row,EC1,EC2,EO1,EO2,G1,G2,M1,M2
013AR,-0.00109958421975875,0.00373559086776332,-0.00194608342248914,0.0042907012538671,0.010282251834592,-0.00115817721901923,-0.000709876631483919,0.0201951264476615
064PK,0.0025114384717293,0.0025114384717293,-0.0066107319401707,0.0158993177931639,-0.0350974530206645,-0.0350628958978971,0.00585351148322499,-0.0300069351468549
